run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,nash_conv_runtime,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,heuristic_conv_runtime,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_nash_conv,straightforward_nash_conv_runtime,straightforward_rewards,straightforward_nash_conv_frac,straightforward_heuristic_conv,straightforward_heuristic_conv_frac,straightforward_heuristic_conv_runtime,straightforward_rewards_0,straightforward_nc_player_improvements_0,straightforward_nc_player_improvements_frac_0,straightforward_hc_player_improvements_0,straightforward_hc_player_improvements_frac_0,straightforward_rewards_1,straightforward_nc_player_improvements_1,straightforward_nc_player_improvements_frac_1,straightforward_hc_player_improvements_1,straightforward_hc_player_improvements_frac_1,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-103,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,103,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,785408,3602.6245069503784,0.007640184691661389,2.1591522693634033,"[14.416520146624698, 14.336198501746246]",0.0002657204275218776,0.0,0.0,0.607733964920044,14.416520146624698,0.007640184691661389,0.0005299603936287056,0.0,0.0,14.336198501746246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.416520146624698,21.118605411287906,0.0,0.0,1.0,0.0,0.0,14.336198501746246,22.136458683578507,0.0,0.0,1.0,0.0,72.00778274323734,43.255064094866405,3.2494746322425696,0.25387771440008006,0.25387771440008006,6.661338147750939e-16,5.551115123125783e-17,"[((1, 1), 6197), ((0, 3), 3796)]",[5.55111512e-17 0.00000000e+00],0.05713992334088047,1.1242964267730713,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.1925809383392334,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-104,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,104,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,794624,3600.476222515106,0.0,1.8770897388458252,"[14.387816845015038, 14.453831716158644]",0.0,0.0,0.0,0.6564383506774902,14.387816845015038,0.0,0.0,0.0,0.0,14.453831716158644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.387816845015038,20.58312550040032,0.0,0.0,1.0,0.0,0.0,14.453831716158644,22.286874499599687,0.0,0.0,1.0,0.0,71.71164856117367,42.870000000000005,3.0,0.5036028823058447,0.5036028823058447,-6.661338147750939e-16,-5.551115123125783e-17,"[((1, 1), 7474), ((0, 3), 2518)]",[-5.55111512e-17  0.00000000e+00],0.05713992334088047,1.6607978343963623,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.19268345832824707,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-105,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,105,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,783360,3600.2740178108215,0.007640184691661389,1.148461103439331,"[14.416520146624698, 14.336198501746246]",0.0002657204275218776,0.0,0.0,0.42633938789367676,14.416520146624698,0.007640184691661389,0.0005299603936287056,0.0,0.0,14.336198501746246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.416520146624698,21.118605411287906,0.0,0.0,1.0,0.0,0.0,14.336198501746246,22.136458683578507,0.0,0.0,1.0,0.0,72.00778274323734,43.255064094866405,3.2494746322425696,0.25387771440008006,0.25387771440008006,6.661338147750939e-16,5.551115123125783e-17,"[((1, 1), 6197), ((0, 3), 3796)]",[5.55111512e-17 0.00000000e+00],0.05713992334088047,1.1645476818084717,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.19994497299194336,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-108,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,108,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,779264,3602.1342833042145,0.0,1.1929662227630615,"[14.387816845015038, 14.453831716158644]",0.0,0.0,0.0,0.4570646286010742,14.387816845015038,0.0,0.0,0.0,0.0,14.453831716158644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.387816845015038,20.58312550040032,0.0,0.0,1.0,0.0,0.0,14.453831716158644,22.286874499599687,0.0,0.0,1.0,0.0,71.71164856117367,42.870000000000005,3.0,0.5036028823058447,0.5036028823058447,-6.661338147750939e-16,-5.551115123125783e-17,"[((1, 1), 7474), ((0, 3), 2518)]",[-5.55111512e-17  0.00000000e+00],0.05713992334088047,1.1273317337036133,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.1917400360107422,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-107,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,107,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,788480,3600.1210527420044,0.007640184691661389,1.8230109214782715,"[14.416520146624698, 14.336198501746246]",0.0002657204275218776,0.0,0.0,0.581404447555542,14.416520146624698,0.007640184691661389,0.0005299603936287056,0.0,0.0,14.336198501746246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.416520146624698,21.118605411287906,0.0,0.0,1.0,0.0,0.0,14.336198501746246,22.136458683578507,0.0,0.0,1.0,0.0,72.00778274323734,43.255064094866405,3.2494746322425696,0.25387771440008006,0.25387771440008006,6.661338147750939e-16,5.551115123125783e-17,"[((1, 1), 6197), ((0, 3), 3796)]",[5.55111512e-17 0.00000000e+00],0.05713992334088047,1.1627604961395264,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.20475053787231445,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-106,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,106,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,780288,3601.9291450977325,0.0,1.023554801940918,"[14.387816845015038, 14.453831716158644]",0.0,0.0,0.0,0.4159255027770996,14.387816845015038,0.0,0.0,0.0,0.0,14.453831716158644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.387816845015038,20.58312550040032,0.0,0.0,1.0,0.0,0.0,14.453831716158644,22.286874499599687,0.0,0.0,1.0,0.0,71.71164856117367,42.870000000000005,3.0,0.5036028823058447,0.5036028823058447,-6.661338147750939e-16,-5.551115123125783e-17,"[((1, 1), 7474), ((0, 3), 2518)]",[-5.55111512e-17  0.00000000e+00],0.05713992334088047,1.1368529796600342,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.19459176063537598,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-109,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2.json,109,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,756736,3604.2389957904816,0.0,2.235275983810425,"[14.387816845015038, 14.453831716158644]",0.0,0.0,0.0,0.6268963813781738,14.387816845015038,0.0,0.0,0.0,0.0,14.453831716158644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.387816845015038,20.58312550040032,0.0,0.0,1.0,0.0,0.0,14.453831716158644,22.286874499599687,0.0,0.0,1.0,0.0,71.71164856117367,42.870000000000005,3.0,0.5036028823058447,0.5036028823058447,-6.661338147750939e-16,-5.551115123125783e-17,"[((1, 1), 7474), ((0, 3), 2518)]",[-5.55111512e-17  0.00000000e+00],0.05713992334088047,1.1307106018066406,"[14.345896907734758, 14.318776487123666]",0.0019933917457831437,0.0,0.0,0.19507694244384766,14.345896907734758,0.05713992334088047,0.003983015053598553,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-100,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,100,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,489472,3606.260717868805,0.0,2.6872880458831787,"[14.80847696803197, 12.535062414215213]",0.0,0.0,0.0,0.7820525169372559,14.80847696803197,0.0,0.0,0.0,0.0,12.535062414215213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.80847696803197,23.152500000000007,0.0,0.0,1.0,0.0,0.0,12.535062414215213,19.717499999999994,0.0,0.0,1.0,0.0,70.21353938224719,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],0.0,1.9605319499969482,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.2673659324645996,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-101,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,101,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,489472,3605.1695511341095,0.0,5.372686147689819,"[14.232487855860095, 14.014263830593835]",0.0,0.0,0.0,1.42714524269104,14.232487855860095,0.0,0.0,0.0,0.0,14.014263830593835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.232487855860095,19.717499999999994,0.0,0.0,1.0,0.0,0.0,14.014263830593835,23.152500000000007,0.0,0.0,1.0,0.0,71.11675168645392,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((1, 1), 9992)]",[0. 0.],0.0,2.3245797157287598,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.2650113105773926,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-104,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,104,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,481280,3607.5688030719757,0.0,5.432949781417847,"[14.232487855860095, 14.014263830593835]",0.0,0.0,0.0,1.449716329574585,14.232487855860095,0.0,0.0,0.0,0.0,14.014263830593835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.232487855860095,19.717499999999994,0.0,0.0,1.0,0.0,0.0,14.014263830593835,23.152500000000007,0.0,0.0,1.0,0.0,71.11675168645392,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((1, 1), 9992)]",[0. 0.],0.0,2.355578660964966,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.2670867443084717,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_2_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-102,feb10_2p_2type/feb10_2p_2type_2_base_dev1000_rho1_t2.json,102,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,489472,3603.534817457199,0.0,2.017904281616211,"[20.894895440132895, 10.466974987636151]",0.0,0.0,0.0,0.776362419128418,20.894895440132895,0.0,0.0,0.0,0.0,10.466974987636151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.894895440132895,23.152500000000007,0.0,0.0,1.0,0.0,0.0,10.466974987636151,19.717499999999994,0.0,0.0,1.0,0.0,74.23187042776905,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],0.19293749999999932,1.46036696434021,"[20.28888892863935, 10.296312030196859]",0.006308197884972823,0.0,0.0,0.22825837135314941,20.28888892863935,0.0,0.0,0.0,0.0,10.296312030196859,0.19293749999999932,0.018738505538114552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.28888892863935,23.73084917200321,0.0,0.0,1.0,0.0,0.0,10.296312030196859,19.9102830573344,0.0,0.0,1.0,0.0,74.22633318817381,43.6411322293376,3.4995997598559136,0.0,0.0,0.0,0.0,"[((0, 3), 9994)]",[0. 0.]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-109,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,109,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,488448,3606.946211576462,0.0,5.383108854293823,"[14.232487855860095, 14.014263830593835]",0.0,0.0,0.0,1.4478857517242432,14.232487855860095,0.0,0.0,0.0,0.0,14.014263830593835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.232487855860095,19.717499999999994,0.0,0.0,1.0,0.0,0.0,14.014263830593835,23.152500000000007,0.0,0.0,1.0,0.0,71.11675168645392,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((1, 1), 9992)]",[0. 0.],0.0,2.3107669353485107,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.2600584030151367,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-102,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,102,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,487424,3604.7236318588257,0.0,3.217769145965576,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.9575281143188477,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16],0.0,2.02618408203125,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.2725365161895752,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
feb10_2p_2type_feb10_2p_2type_2_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-104,feb10_2p_2type/feb10_2p_2type_2_base_dev1000_rho1_t2.json,104,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,489472,3606.476626396179,0.0,2.348792314529419,"[20.894895440132895, 10.466974987636151]",0.0,0.0,0.0,0.7719368934631348,20.894895440132895,0.0,0.0,0.0,0.0,10.466974987636151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.894895440132895,23.152500000000007,0.0,0.0,1.0,0.0,0.0,10.466974987636151,19.717499999999994,0.0,0.0,1.0,0.0,74.23187042776905,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],0.19293749999999932,1.5007998943328857,"[20.28888892863935, 10.296312030196859]",0.006308197884972823,0.0,0.0,0.2305305004119873,20.28888892863935,0.0,0.0,0.0,0.0,10.296312030196859,0.19293749999999932,0.018738505538114552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.28888892863935,23.73084917200321,0.0,0.0,1.0,0.0,0.0,10.296312030196859,19.9102830573344,0.0,0.0,1.0,0.0,74.22633318817381,43.6411322293376,3.4995997598559136,0.0,0.0,0.0,0.0,"[((0, 3), 9994)]",[0. 0.]
feb10_2p_2type_feb10_2p_2type_2_base_dev1000_rho1_t2-feb10_ppo_bestppo_4-101,feb10_2p_2type/feb10_2p_2type_2_base_dev1000_rho1_t2.json,101,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,2,1000,True,487424,3604.763669013977,0.0,2.347365379333496,"[20.894895440132895, 10.466974987636151]",0.0,0.0,0.0,0.7700903415679932,20.894895440132895,0.0,0.0,0.0,0.0,10.466974987636151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.894895440132895,23.152500000000007,0.0,0.0,1.0,0.0,0.0,10.466974987636151,19.717499999999994,0.0,0.0,1.0,0.0,74.23187042776905,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],0.19293749999999932,1.4791615009307861,"[20.28888892863935, 10.296312030196859]",0.006308197884972823,0.0,0.0,0.2274179458618164,20.28888892863935,0.0,0.0,0.0,0.0,10.296312030196859,0.19293749999999932,0.018738505538114552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.28888892863935,23.73084917200321,0.0,0.0,1.0,0.0,0.0,10.296312030196859,19.9102830573344,0.0,0.0,1.0,0.0,74.22633318817381,43.6411322293376,3.4995997598559136,0.0,0.0,0.0,0.0,"[((0, 3), 9994)]",[0. 0.]
feb10_2p_2type_feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break-feb10_ppo_bestppo_4-103,feb10_2p_2type/feb10_2p_2type_1_base_dev1000_rho1_t2_tie_break.json,103,feb10_ppo_bestppo_4,PPO,feb10_2p_2type_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,2,1000,True,485376,3602.3303101062775,0.0,5.052338361740112,"[14.232487855860095, 14.014263830593835]",0.0,0.0,0.0,1.4333641529083252,14.232487855860095,0.0,0.0,0.0,0.0,14.014263830593835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.232487855860095,19.717499999999994,0.0,0.0,1.0,0.0,0.0,14.014263830593835,23.152500000000007,0.0,0.0,1.0,0.0,71.11675168645392,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((1, 1), 9992)]",[0. 0.],0.0,1.9915997982025146,"[14.345896907734758, 14.318776487123666]",0.0,0.0,0.0,0.26668357849121094,14.345896907734758,0.0,0.0,0.0,0.0,14.318776487123666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.345896907734758,21.629157882229343,0.0,0.0,1.0,0.0,0.0,14.318776487123666,22.011974347108268,0.0,0.0,1.0,0.0,72.30580562419604,43.6411322293376,3.4995997598559136,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 5001), ((1, 1), 4993)]",[0.00000000e+00 2.22044605e-16]
