run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_nash_conv,straightforward_rewards,straightforward_nash_conv_frac,straightforward_heuristic_conv,straightforward_heuristic_conv_frac,straightforward_rewards_0,straightforward_nc_player_improvements_0,straightforward_nc_player_improvements_frac_0,straightforward_hc_player_improvements_0,straightforward_hc_player_improvements_frac_0,straightforward_rewards_1,straightforward_nc_player_improvements_1,straightforward_nc_player_improvements_frac_1,straightforward_hc_player_improvements_1,straightforward_hc_player_improvements_frac_1,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4-cfr_port_10_extexternal_plus_linear-109,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4.json,109,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,4,1000,True,109001,3621.4298133850098,0.0,"[20.023662933060653, 9.595582192641979]",0.0,0.0,0.0,20.023662933060653,0.0,0.0,0.0,0.0,9.595582192641979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.023662933060653,22.816235525920742,0.0,0.0,1.0,0.0,0.0,9.595582192641979,20.341548751501204,0.0,0.0,1.0,0.0,72.77702940312457,43.15778427742194,3.186449159327462,0.1899519615692554,0.1899519615692554,0.0,0.0,"[((0, 3), 8386), ((1, 1), 1606)]",[0. 0.],0.42919770722626716,"[18.95409717990456, 9.252638483414824]",0.015216142426023604,0.10214877680831513,0.0036214320589089467,18.95409717990456,0.08071358870762424,0.004258371577476034,0.0,0.0,9.252638483414824,0.3484841185186429,0.0376632156485195,0.10214877680831513,0.011039961951546561,0.0,0.0,1.0,0.0,0.0,18.95409717990456,23.78790759000774,0.0,0.0,1.0,0.0,0.0,9.252638483414824,20.667598530002575,0.0,0.0,1.0,0.0,72.6622417833297,44.45550612001031,3.9295,0.1901,0.1901,0.0,0.0,"[((0, 3), 8388), ((1, 1), 1612)]",[0. 0.]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4-cfr_port_10_extexternal_plus_linear-110,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4.json,110,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,1.0,4,1000,True,113001,3641.278608560562,0.0,"[20.023662933060653, 9.595582192641979]",0.0,0.0,0.0,20.023662933060653,0.0,0.0,0.0,0.0,9.595582192641979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.023662933060653,22.816235525920742,0.0,0.0,1.0,0.0,0.0,9.595582192641979,20.341548751501204,0.0,0.0,1.0,0.0,72.77702940312457,43.15778427742194,3.186449159327462,0.1899519615692554,0.1899519615692554,0.0,0.0,"[((0, 3), 8386), ((1, 1), 1606)]",[0. 0.],0.42919770722626716,"[18.95409717990456, 9.252638483414824]",0.015216142426023604,0.10214877680831513,0.0036214320589089467,18.95409717990456,0.08071358870762424,0.004258371577476034,0.0,0.0,9.252638483414824,0.3484841185186429,0.0376632156485195,0.10214877680831513,0.011039961951546561,0.0,0.0,1.0,0.0,0.0,18.95409717990456,23.78790759000774,0.0,0.0,1.0,0.0,0.0,9.252638483414824,20.667598530002575,0.0,0.0,1.0,0.0,72.6622417833297,44.45550612001031,3.9295,0.1901,0.1901,0.0,0.0,"[((0, 3), 8388), ((1, 1), 1612)]",[0. 0.]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100001,3640.81910943985,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100001,3633.775583744049,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-107,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,107,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,95001,3603.8240325450897,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-106,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,106,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,104422,3600.02193236351,0.0,"[19.021914845438538, 10.265284738011873]",0.0,0.0,0.0,19.021914845438538,0.0,0.0,0.0,0.0,10.265284738011873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.021914845438538,22.398838561993404,0.0,0.0,1.0,0.0,0.0,10.265284738011873,20.85267299609727,0.0,0.0,1.0,0.0,72.53871114154107,43.25151155809067,3.2471730211147802,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 3), 7523), ((1, 1), 2470)]",[0.00000000e+00 2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-109,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,109,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,107001,3613.156711101532,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-108,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,108,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,101001,3634.6066002845764,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100583,3600.007959842682,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-105,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,105,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,103001,3637.3385152816772,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ]
