run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,rewards_2,nc_player_improvements_2,nc_player_improvements_frac_2,hc_player_improvements_2,hc_player_improvements_frac_2,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,p2_expected_exposure,p2_exposure_frac,p2_utility,p2_payment,p2_total_entropies,p2_avg_entropies,p2_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_nash_conv,straightforward_rewards,straightforward_nash_conv_frac,straightforward_heuristic_conv,straightforward_heuristic_conv_frac,straightforward_rewards_0,straightforward_nc_player_improvements_0,straightforward_nc_player_improvements_frac_0,straightforward_hc_player_improvements_0,straightforward_hc_player_improvements_frac_0,straightforward_rewards_1,straightforward_nc_player_improvements_1,straightforward_nc_player_improvements_frac_1,straightforward_hc_player_improvements_1,straightforward_hc_player_improvements_frac_1,straightforward_rewards_2,straightforward_nc_player_improvements_2,straightforward_nc_player_improvements_frac_2,straightforward_hc_player_improvements_2,straightforward_hc_player_improvements_frac_2,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_p2_expected_exposure,straightforward_p2_exposure_frac,straightforward_p2_utility,straightforward_p2_payment,straightforward_p2_total_entropies,straightforward_p2_avg_entropies,straightforward_p2_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold,rho_0_nash_conv,rho_0_heuristic_conv,rho_0_nash_conv_runtime,rho_0_heuristic_conv_runtime,rho_0_nash_conv_player_improvements,rho_0_heuristic_conv_player_improvements
feb8_3p_5supply_feb8_3p_5supply_0_base_dev1000_rho0_t3-cfr_10external_plus_linear-102,feb8_3p_5supply/feb8_3p_5supply_0_base_dev1000_rho0_t3.json,102,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,7170.0,10800.488380670547,,"[15.103699269750388, 9.157252561246377, 9.6957469101718]",,0.006080878027685088,0.000179077420747993,15.103699269750388,,,0.0,0.0,9.157252561246377,,,0.0027647021338381705,0.0003019139327376892,9.6957469101718,,,0.0033161758938469177,0.00034202376821201055,0.0,0.0,1.0,0.0,0.0,15.103699269750388,23.71520864605224,0.0,0.0,1.0,0.0,0.0,9.157252561246377,21.5408706094266,0.0,0.0,1.0,0.0,0.0,9.6957469101718,19.34928850195137,0.0,0.0,1.0,0.0,98.56206649859877,64.6053677574302,3.875612929050335,1.053137196037226,1.0,3.3306690738754696e-16,2.7755575615628914e-17,"[((1, 1), 6092), ((0, 2), 3327), ((0, 3), 574)]",[2.77555756e-17 0.00000000e+00],,"[14.140081155975718, 8.909329247308786, 9.749546941305027]",,,,14.140081155975718,,,,,8.909329247308786,,,,,9.749546941305027,,,,,0.0,0.0,1.0,0.0,0.0,14.140081155975718,24.501147659063626,0.0,0.0,1.0,0.0,0.0,8.909329247308786,22.110021608643464,0.0,0.0,1.0,0.0,0.0,9.749546941305027,19.248163265306125,0.0,0.0,1.0,0.0,98.65828987760274,65.85933253301319,4.327531012404962,1.0374149659863945,1.0,-1.0547118733938987e-15,-1.8041124150158794e-16,"[((1, 1), 5911), ((0, 2), 3516), ((0, 3), 569)]",[ 4.16333634e-17 -2.22044605e-16],,0.006080878027685088,300.00229716300964,287.8438193798065,,"[0.0, 0.0027647021338381705, 0.0033161758938469177]"
feb8_3p_5supply_feb8_3p_5supply_0_base_dev1000_rho0_t3-cfr_10external_plus_linear-103,feb8_3p_5supply/feb8_3p_5supply_0_base_dev1000_rho0_t3.json,103,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,7733.0,10800.408532381058,,"[14.512442129498943, 8.897819142906476, 9.745876810919977]",,,,14.512442129498943,,,,,8.897819142906476,,,,,9.745876810919977,,,,,0.0,0.0,1.0,0.0,0.0,14.512442129498943,24.319167333867096,0.0,0.0,1.0,0.0,0.0,8.897819142906476,21.906389111289034,0.0,0.0,1.0,0.0,0.0,9.745876810919977,19.249431545236188,0.0,0.0,1.0,0.0,98.63112607371771,65.4749879903923,4.2157726180944755,1.0,1.0,0.0,0.0,"[((1, 1), 6093), ((0, 2), 3322), ((0, 3), 577)]",[0. 0.],,"[14.140081155975718, 8.909329247308786, 9.749546941305027]",,,,14.140081155975718,,,,,8.909329247308786,,,,,9.749546941305027,,,,,0.0,0.0,1.0,0.0,0.0,14.140081155975718,24.501147659063626,0.0,0.0,1.0,0.0,0.0,8.909329247308786,22.110021608643464,0.0,0.0,1.0,0.0,0.0,9.749546941305027,19.248163265306125,0.0,0.0,1.0,0.0,98.65828987760274,65.85933253301319,4.327531012404962,1.0374149659863945,1.0,-1.0547118733938987e-15,-1.8041124150158794e-16,"[((1, 1), 5911), ((0, 2), 3516), ((0, 3), 569)]",[ 4.16333634e-17 -2.22044605e-16],,,300.00414085388184,300.00103878974915,,
feb8_3p_5supply_feb8_3p_5supply_0_base_dev1000_rho0_t3-cfr_10external_plus_linear-104,feb8_3p_5supply/feb8_3p_5supply_0_base_dev1000_rho0_t3.json,104,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,7677.0,10802.336715698242,,"[14.77711032297376, 8.907062146853193, 9.669911730532636]",,,,14.77711032297376,,,,,8.907062146853193,,,,,9.669911730532636,,,,,0.0,0.0,1.0,0.0,0.0,14.77711032297376,23.942017614091274,0.0,0.0,1.0,0.0,0.0,8.907062146853193,21.756941553242594,0.0,0.0,1.0,0.0,0.0,9.669911730532636,19.439807846277024,0.0,0.0,1.0,0.0,98.49285121397047,65.13876701361087,4.098678943154524,1.0936749399519616,1.0,1.2212453270876722e-15,1.942890293094024e-16,"[((1, 1), 6017), ((0, 2), 3411), ((0, 3), 564)]",[-2.77555756e-17  2.22044605e-16],,"[14.140081155975718, 8.909329247308786, 9.749546941305027]",,,,14.140081155975718,,,,,8.909329247308786,,,,,9.749546941305027,,,,,0.0,0.0,1.0,0.0,0.0,14.140081155975718,24.501147659063626,0.0,0.0,1.0,0.0,0.0,8.909329247308786,22.110021608643464,0.0,0.0,1.0,0.0,0.0,9.749546941305027,19.248163265306125,0.0,0.0,1.0,0.0,98.65828987760274,65.85933253301319,4.327531012404962,1.0374149659863945,1.0,-1.0547118733938987e-15,-1.8041124150158794e-16,"[((1, 1), 5911), ((0, 2), 3516), ((0, 3), 569)]",[ 4.16333634e-17 -2.22044605e-16],,,300.0065472126007,300.0014729499817,,
feb8_3p_5supply_feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-100,feb8_3p_5supply/feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break.json,100,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,1.0,3,1000,True,26884.0,10800.191224813461,,"[9.320076645471332, 10.12491034309831, 10.853970457051137]",,,,9.320076645471332,,,,,10.12491034309831,,,,,10.853970457051137,,,,,0.0,0.0,1.0,0.0,0.0,9.320076645471332,20.750359179589797,0.0,0.0,1.0,-2.3246687295716115,0.017508754377188594,10.12491034309831,20.85745272636318,0.0,0.0,1.0,0.0,0.0,10.853970457051137,21.364394197098548,0.0,0.0,1.0,0.017508754377188594,93.27116354867229,62.97220610305151,3.2339169584792398,1.0483241620810406,1.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 2), 6625), ((1, 1), 2386), ((1, 0), 505), ((0, 3), 479)]",[0.00000000e+00 2.22044605e-16],,"[9.700386372010044, 10.692750325297085, 11.292443139908512]",,,,9.700386372010044,,,,,10.692750325297085,,,,,11.292443139908512,,,,,0.0,0.0,1.0,0.0,0.0,9.700386372010044,20.970360288230587,0.0,0.0,1.0,0.0,0.0,10.692750325297085,20.68266773418735,0.0,0.0,1.0,0.0,0.0,11.292443139908512,21.48924259407526,0.0,0.0,1.0,0.0,94.82785045370883,63.14227061649317,3.285728582866293,1.0367293835068054,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 7034), ((1, 1), 2782), ((0, 3), 176)]",[5.55111512e-17 0.00000000e+00],,,303.09288263320923,300.00024247169495,,
feb8_3p_5supply_feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-101,feb8_3p_5supply/feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break.json,101,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,1.0,3,1000,True,27415.0,10800.13527417183,,"[9.320076645471332, 10.12491034309831, 10.853970457051137]",,,,9.320076645471332,,,,,10.12491034309831,,,,,10.853970457051137,,,,,0.0,0.0,1.0,0.0,0.0,9.320076645471332,20.750359179589797,0.0,0.0,1.0,-2.3246687295716115,0.017508754377188594,10.12491034309831,20.85745272636318,0.0,0.0,1.0,0.0,0.0,10.853970457051137,21.364394197098548,0.0,0.0,1.0,0.017508754377188594,93.27116354867229,62.97220610305151,3.2339169584792398,1.0483241620810406,1.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 2), 6625), ((1, 1), 2386), ((1, 0), 505), ((0, 3), 479)]",[0.00000000e+00 2.22044605e-16],,"[9.700386372010044, 10.692750325297085, 11.292443139908512]",,,,9.700386372010044,,,,,10.692750325297085,,,,,11.292443139908512,,,,,0.0,0.0,1.0,0.0,0.0,9.700386372010044,20.970360288230587,0.0,0.0,1.0,0.0,0.0,10.692750325297085,20.68266773418735,0.0,0.0,1.0,0.0,0.0,11.292443139908512,21.48924259407526,0.0,0.0,1.0,0.0,94.82785045370883,63.14227061649317,3.285728582866293,1.0367293835068054,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 7034), ((1, 1), 2782), ((0, 3), 176)]",[5.55111512e-17 0.00000000e+00],,,300.0004348754883,300.00022745132446,,
feb8_3p_5supply_feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-102,feb8_3p_5supply/feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break.json,102,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,1.0,3,1000,True,25462.0,10800.068622350693,,"[9.319190704882855, 10.12491034309831, 10.853970457051137]",,,,9.319190704882855,,,,,10.12491034309831,,,,,10.853970457051137,,,,,0.0,0.0,1.0,0.0,0.0,9.319190704882855,20.750359179589797,0.0,0.0,1.0,-2.3246687295716115,0.017508754377188594,10.12491034309831,20.85745272636318,0.0,0.0,1.0,0.0,0.0,10.853970457051137,21.364394197098548,0.0,0.0,1.0,0.017508754377188594,93.27027760808383,62.97220610305151,3.2339169584792398,1.0483241620810406,1.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 2), 6625), ((1, 1), 2386), ((1, 0), 505), ((0, 3), 479)]",[0.00000000e+00 2.22044605e-16],,"[9.700386372010044, 10.692750325297085, 11.292443139908512]",,,,9.700386372010044,,,,,10.692750325297085,,,,,11.292443139908512,,,,,0.0,0.0,1.0,0.0,0.0,9.700386372010044,20.970360288230587,0.0,0.0,1.0,0.0,0.0,10.692750325297085,20.68266773418735,0.0,0.0,1.0,0.0,0.0,11.292443139908512,21.48924259407526,0.0,0.0,1.0,0.0,94.82785045370883,63.14227061649317,3.285728582866293,1.0367293835068054,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 7034), ((1, 1), 2782), ((0, 3), 176)]",[5.55111512e-17 0.00000000e+00],,,300.0003488063812,300.00050473213196,,
feb8_3p_5supply_feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-103,feb8_3p_5supply/feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break.json,103,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,1.0,3,1000,True,26200.0,10800.177453994751,,"[9.320076645471332, 10.12491034309831, 10.853970457051137]",,,,9.320076645471332,,,,,10.12491034309831,,,,,10.853970457051137,,,,,0.0,0.0,1.0,0.0,0.0,9.320076645471332,20.750359179589797,0.0,0.0,1.0,-2.3246687295716115,0.017508754377188594,10.12491034309831,20.85745272636318,0.0,0.0,1.0,0.0,0.0,10.853970457051137,21.364394197098548,0.0,0.0,1.0,0.017508754377188594,93.27116354867229,62.97220610305151,3.2339169584792398,1.0483241620810406,1.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 2), 6625), ((1, 1), 2386), ((1, 0), 505), ((0, 3), 479)]",[0.00000000e+00 2.22044605e-16],,"[9.700386372010044, 10.692750325297085, 11.292443139908512]",,,,9.700386372010044,,,,,10.692750325297085,,,,,11.292443139908512,,,,,0.0,0.0,1.0,0.0,0.0,9.700386372010044,20.970360288230587,0.0,0.0,1.0,0.0,0.0,10.692750325297085,20.68266773418735,0.0,0.0,1.0,0.0,0.0,11.292443139908512,21.48924259407526,0.0,0.0,1.0,0.0,94.82785045370883,63.14227061649317,3.285728582866293,1.0367293835068054,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 7034), ((1, 1), 2782), ((0, 3), 176)]",[5.55111512e-17 0.00000000e+00],,,300.33272314071655,300.00063729286194,,
feb8_3p_5supply_feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-104,feb8_3p_5supply/feb8_3p_5supply_1_base_dev1000_rho1_t3_tie_break.json,104,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,1.0,3,1000,True,15816.0,10803.431788444519,,"[9.320251473975443, 10.12491034309831, 10.853970457051137]",,,,9.320251473975443,,,,,10.12491034309831,,,,,10.853970457051137,,,,,0.0,0.0,1.0,0.0,0.0,9.320251473975443,20.750359179589797,0.0,0.0,1.0,-2.3246687295716115,0.017508754377188594,10.12491034309831,20.85745272636318,0.0,0.0,1.0,0.0,0.0,10.853970457051137,21.364394197098548,0.0,0.0,1.0,0.017508754377188594,93.27133837717642,62.97220610305151,3.2339169584792398,1.0483241620810406,1.0,1.5543122344752192e-15,2.220446049250313e-16,"[((0, 2), 6625), ((1, 1), 2386), ((1, 0), 505), ((0, 3), 479)]",[0.00000000e+00 2.22044605e-16],,"[9.700386372010044, 10.692750325297085, 11.292443139908512]",,,,9.700386372010044,,,,,10.692750325297085,,,,,11.292443139908512,,,,,0.0,0.0,1.0,0.0,0.0,9.700386372010044,20.970360288230587,0.0,0.0,1.0,0.0,0.0,10.692750325297085,20.68266773418735,0.0,0.0,1.0,0.0,0.0,11.292443139908512,21.48924259407526,0.0,0.0,1.0,0.0,94.82785045370883,63.14227061649317,3.285728582866293,1.0367293835068054,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 7034), ((1, 1), 2782), ((0, 3), 176)]",[5.55111512e-17 0.00000000e+00],,,300.00039291381836,300.0006446838379,,
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3-cfr_10external_plus_linear-101,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3.json,101,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,13170.0,10800.082613229752,,"[12.362996711645236, 9.518263255799027, 10.426075430104211]",,,,12.362996711645236,,,,,9.518263255799027,,,,,10.426075430104211,,,,,0.0,0.0,1.0,0.0,0.0,12.362996711645236,21.603457037111134,0.0,0.0,1.0,0.0,0.0,9.518263255799027,22.295536660998305,0.0,0.0,1.0,0.0,0.0,10.426075430104211,20.788172451735527,0.0,0.0,1.0,0.0,96.99450154739343,64.68716614984494,3.908472541762529,1.034710413123937,1.0,-2.8171909249863347e-15,-4.198030811863873e-16,"[((1, 1), 4660), ((0, 2), 4081), ((1, 0), 1256)]",[ 2.42861287e-17 -4.44089210e-16],,"[12.062919346444273, 9.739866704412544, 10.754219885187672]",,,,12.062919346444273,,,,,9.739866704412544,,,,,10.754219885187672,,,,,0.0,0.0,1.0,0.0,0.0,12.062919346444273,22.63356829780847,0.0,0.0,1.0,0.0,0.0,9.739866704412544,22.188267787451217,0.0,0.0,1.0,0.0,0.0,10.754219885187672,20.3082797958571,0.0,0.0,1.0,0.0,97.68712181716127,65.13011588111677,4.06154308015611,1.1460022015410787,1.0,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((0, 2), 5130), ((1, 1), 4863)]",[-2.77555756e-17  0.00000000e+00],,,300.00167179107666,300.00330233573914,,
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3-cfr_10external_plus_linear-100,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3.json,100,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,13545.0,10801.08636021614,0.0047808474513626464,"[12.755399304568643, 9.948455956683862, 10.449936590808168]",0.00014420213146948052,0.0047808474513626464,0.00014420213146948052,12.755399304568643,0.0047808474513626464,0.00037480970506742776,0.0047808474513626464,0.00037480970506742776,9.948455956683862,0.0,0.0,0.0,0.0,10.449936590808168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.755399304568643,20.775022515761037,0.0,0.0,1.0,0.0,0.0,9.948455956683862,22.164299009306518,0.0,0.0,1.0,0.0,0.0,10.449936590808168,20.717814470129095,0.0,0.0,1.0,0.0,96.81092784725729,63.65713599519662,3.480936655658961,1.0,1.0,3.774758283725532e-15,4.996003610813204e-16,"[((1, 1), 4442), ((0, 2), 3873), ((1, 0), 1678)]",[5.55111512e-17 4.44089210e-16],,"[12.062919346444273, 9.739866704412544, 10.754219885187672]",,,,12.062919346444273,,,,,9.739866704412544,,,,,10.754219885187672,,,,,0.0,0.0,1.0,0.0,0.0,12.062919346444273,22.63356829780847,0.0,0.0,1.0,0.0,0.0,9.739866704412544,22.188267787451217,0.0,0.0,1.0,0.0,0.0,10.754219885187672,20.3082797958571,0.0,0.0,1.0,0.0,97.68712181716127,65.13011588111677,4.06154308015611,1.1460022015410787,1.0,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((0, 2), 5130), ((1, 1), 4863)]",[-2.77555756e-17  0.00000000e+00],0.0047808474513626464,0.0047808474513626464,258.6124699115753,225.98785781860352,"[0.0047808474513626464, 0.0, 0.0]","[0.0047808474513626464, 0.0, 0.0]"
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3-cfr_10external_plus_linear-102,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3.json,102,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,12430.0,10800.624048948288,,"[12.362996711645236, 9.518263255799027, 10.426075430104211]",,,,12.362996711645236,,,,,9.518263255799027,,,,,10.426075430104211,,,,,0.0,0.0,1.0,0.0,0.0,12.362996711645236,21.603457037111134,0.0,0.0,1.0,0.0,0.0,9.518263255799027,22.295536660998305,0.0,0.0,1.0,0.0,0.0,10.426075430104211,20.788172451735527,0.0,0.0,1.0,0.0,96.99450154739343,64.68716614984494,3.908472541762529,1.034710413123937,1.0,-2.8171909249863347e-15,-4.198030811863873e-16,"[((1, 1), 4660), ((0, 2), 4081), ((1, 0), 1256)]",[ 2.42861287e-17 -4.44089210e-16],,"[12.062919346444273, 9.739866704412544, 10.754219885187672]",,,,12.062919346444273,,,,,9.739866704412544,,,,,10.754219885187672,,,,,0.0,0.0,1.0,0.0,0.0,12.062919346444273,22.63356829780847,0.0,0.0,1.0,0.0,0.0,9.739866704412544,22.188267787451217,0.0,0.0,1.0,0.0,0.0,10.754219885187672,20.3082797958571,0.0,0.0,1.0,0.0,97.68712181716127,65.13011588111677,4.06154308015611,1.1460022015410787,1.0,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((0, 2), 5130), ((1, 1), 4863)]",[-2.77555756e-17  0.00000000e+00],,,300.0021390914917,300.00067496299744,,
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3-cfr_10external_plus_linear-103,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3.json,103,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,13482.0,10800.094152212143,0.0047808474513626464,"[12.755399304568643, 9.948455956683862, 10.449936590808168]",0.00014420213146948052,0.0047808474513626464,0.00014420213146948052,12.755399304568643,0.0047808474513626464,0.00037480970506742776,0.0047808474513626464,0.00037480970506742776,9.948455956683862,0.0,0.0,0.0,0.0,10.449936590808168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.755399304568643,20.775022515761037,0.0,0.0,1.0,0.0,0.0,9.948455956683862,22.164299009306518,0.0,0.0,1.0,0.0,0.0,10.449936590808168,20.717814470129095,0.0,0.0,1.0,0.0,96.81092784725729,63.65713599519662,3.480936655658961,1.0,1.0,3.774758283725532e-15,4.996003610813204e-16,"[((1, 1), 4442), ((0, 2), 3873), ((1, 0), 1678)]",[5.55111512e-17 4.44089210e-16],,"[12.062919346444273, 9.739866704412544, 10.754219885187672]",,,,12.062919346444273,,,,,9.739866704412544,,,,,10.754219885187672,,,,,0.0,0.0,1.0,0.0,0.0,12.062919346444273,22.63356829780847,0.0,0.0,1.0,0.0,0.0,9.739866704412544,22.188267787451217,0.0,0.0,1.0,0.0,0.0,10.754219885187672,20.3082797958571,0.0,0.0,1.0,0.0,97.68712181716127,65.13011588111677,4.06154308015611,1.1460022015410787,1.0,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((0, 2), 5130), ((1, 1), 4863)]",[-2.77555756e-17  0.00000000e+00],0.0047808474513626464,0.0047808474513626464,214.54710006713867,139.18508195877075,"[0.0047808474513626464, 0.0, 0.0]","[0.0047808474513626464, 0.0, 0.0]"
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3-cfr_10external_plus_linear-104,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3.json,104,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.2,quasi_linear,base,0.0,3,1000,True,12894.0,10800.496002197266,,"[12.51975461212742, 9.732931870165782, 10.451407359483621]",,0.0,0.0,12.51975461212742,,,0.0,0.0,9.732931870165782,,,0.0,0.0,10.451407359483621,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.51975461212742,21.216556967090128,0.0,0.0,1.0,0.0,0.0,9.732931870165782,22.22466740022007,0.0,0.0,1.0,0.0,0.0,10.451407359483621,20.75504251275383,0.0,0.0,1.0,0.0,96.90036072184084,64.196266880064,3.703711113334,1.0173051915574673,1.0,-3.3792413312028202e-15,-4.666406150377611e-16,"[((1, 1), 4555), ((0, 2), 3974), ((1, 0), 1468)]",[-2.25514052e-17 -4.44089210e-16],,"[12.062919346444273, 9.739866704412544, 10.754219885187672]",,,,12.062919346444273,,,,,9.739866704412544,,,,,10.754219885187672,,,,,0.0,0.0,1.0,0.0,0.0,12.062919346444273,22.63356829780847,0.0,0.0,1.0,0.0,0.0,9.739866704412544,22.188267787451217,0.0,0.0,1.0,0.0,0.0,10.754219885187672,20.3082797958571,0.0,0.0,1.0,0.0,97.68712181716127,65.13011588111677,4.06154308015611,1.1460022015410787,1.0,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((0, 2), 5130), ((1, 1), 4863)]",[-2.77555756e-17  0.00000000e+00],,0.0,300.002947807312,280.65892791748047,,"[0.0, 0.0, 0.0]"
feb8_3p_5supply_feb8_3p_5supply_2_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-100,feb8_3p_5supply/feb8_3p_5supply_2_base_dev1000_rho0_t3_tie_break.json,100,cfr_10external_plus_linear,cfr_external_linear,feb8_3p_5supply_2,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.2,quasi_linear,tie_break,0.0,3,1000,True,20503.0,10800.439881563187,,"[11.900804112085469, 9.535769991180363, 10.57641176215671]",,,,11.900804112085469,,,,,9.535769991180363,,,,,10.57641176215671,,,,,0.0,0.0,1.0,-0.7308117638639293,0.014311449159327461,11.900804112085469,21.288759007205766,0.0,0.0,1.0,0.0,0.0,9.535769991180363,21.052073658927142,0.0,0.0,1.0,0.0,0.0,10.57641176215671,20.739535628502804,0.0,0.0,1.0,0.014311449159327461,95.09335416005824,63.08036829463569,3.2730184147317853,1.022818254603683,1.0,6.661338147750939e-16,5.551115123125783e-17,"[((0, 2), 5824), ((1, 1), 3252), ((1, 0), 460), ((0, 3), 456)]",[5.55111512e-17 0.00000000e+00],,"[12.44340407750353, 10.135740525593553, 11.01570614071741]",,,,12.44340407750353,,,,,10.135740525593553,,,,,11.01570614071741,,,,,0.0,0.0,1.0,0.0,0.0,12.44340407750353,21.402984787830267,0.0,0.0,1.0,0.0,0.0,10.135740525593553,21.237357886309045,0.0,0.0,1.0,0.0,0.0,11.01570614071741,20.53364291433147,0.0,0.0,1.0,0.0,96.76883633228528,63.17398558847076,3.2971377101681347,1.0402321857485988,1.0,0.0,0.0,"[((0, 2), 5890), ((1, 1), 4102)]",[0. 0.],,,300.00196385383606,300.006174325943,,
