run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold
jan19boring_jan19boring_4_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-104,jan19boring/jan19boring_4_base_dev1000_rho0_t3_tie_break.json,104,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,57501,"(3615.1070923805237,)",0.0,"[14.352181745396308, 18.167001601281015]",0.0,0.0,0.0,14.352181745396308,0.0,0.0,0.0,0.0,18.167001601281015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.352181745396308,22.877001601281034,0.0,0.0,1.0,0.0,0.0,18.167001601281015,22.080796637309856,0.0,0.0,1.0,0.0,77.47698158526822,44.95779823859089,3.0,0.3344675740592474,0.3344675740592474,1.5022017614091265,0.3004403522818253,"[((1, 2), 8900), ((0, 4), 1092)]",[0.         0.30044035],0.0,0.0,1.0,0.0,0.0,13.965781543926353,24.03421845607365,0.0,0.0,1.0,0.0,0.0,18.034298699219526,23.030139963978396,0.0,0.0,1.0,0.0,79.06443866319792,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,1.3322676295501878e-15,1.1102230246251565e-16,"[((1, 2), 6791), ((2, 0), 2260), ((0, 4), 943)]",[1.11022302e-16 0.00000000e+00]
jan19boring_jan19boring_0_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-100,jan19boring/jan19boring_0_base_dev1000_rho1_t3_tie_break.json,100,cfr_10external_plus_linear,cfr_external_linear,jan19boring_0_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,73251,"(3606.856943845749,)",0.0,"[7.697490669227108, 18.779003652081446]",0.0,0.0,0.0,7.697490669227108,0.0,0.0,0.0,0.0,18.779003652081446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.697490669227108,22.132213771016815,0.0,0.0,1.0,0.0,0.0,18.779003652081446,24.327786228983193,0.0,0.0,1.0,0.0,72.93649432130857,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,0.0,0.0,"[((0, 4), 4491), ((1, 2), 4406), ((2, 0), 1095)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,7.921932222469703,21.77856885508407,0.0,0.0,1.0,0.0,0.0,18.76558075299047,24.681431144915937,0.0,0.0,1.0,0.0,73.14751297546017,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,-1.1102230246251565e-15,-2.220446049250313e-16,"[((0, 4), 5038), ((1, 2), 4406), ((2, 0), 548)]",[ 0.00000000e+00 -2.22044605e-16]
jan19boring_jan19boring_0_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-101,jan19boring/jan19boring_0_base_dev1000_rho1_t3_tie_break.json,101,cfr_10external_plus_linear,cfr_external_linear,jan19boring_0_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,68792,"(3600.0328896045685,)",0.0,"[7.697490669227108, 18.779003652081446]",0.0,0.0,0.0,7.697490669227108,0.0,0.0,0.0,0.0,18.779003652081446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.697490669227108,22.132213771016815,0.0,0.0,1.0,0.0,0.0,18.779003652081446,24.327786228983193,0.0,0.0,1.0,0.0,72.93649432130857,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,0.0,0.0,"[((0, 4), 4491), ((1, 2), 4406), ((2, 0), 1095)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,7.921932222469703,21.77856885508407,0.0,0.0,1.0,0.0,0.0,18.76558075299047,24.681431144915937,0.0,0.0,1.0,0.0,73.14751297546017,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,-1.1102230246251565e-15,-2.220446049250313e-16,"[((0, 4), 5038), ((1, 2), 4406), ((2, 0), 548)]",[ 0.00000000e+00 -2.22044605e-16]
jan19boring_jan19boring_0_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-103,jan19boring/jan19boring_0_base_dev1000_rho1_t3_tie_break.json,103,cfr_10external_plus_linear,cfr_external_linear,jan19boring_0_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,71866,"(3600.0210433006287,)",0.0,"[7.697490669227108, 18.779003652081446]",0.0,0.0,0.0,7.697490669227108,0.0,0.0,0.0,0.0,18.779003652081446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.697490669227108,22.132213771016815,0.0,0.0,1.0,0.0,0.0,18.779003652081446,24.327786228983193,0.0,0.0,1.0,0.0,72.93649432130857,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,0.0,0.0,"[((0, 4), 4491), ((1, 2), 4406), ((2, 0), 1095)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,7.921932222469703,21.77856885508407,0.0,0.0,1.0,0.0,0.0,18.76558075299047,24.681431144915937,0.0,0.0,1.0,0.0,73.14751297546017,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,-1.1102230246251565e-15,-2.220446049250313e-16,"[((0, 4), 5038), ((1, 2), 4406), ((2, 0), 548)]",[ 0.00000000e+00 -2.22044605e-16]
jan19boring_jan19boring_0_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-102,jan19boring/jan19boring_0_base_dev1000_rho1_t3_tie_break.json,102,cfr_10external_plus_linear,cfr_external_linear,jan19boring_0_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,66501,"(3703.603812456131,)",0.0,"[7.697490669227108, 18.779003652081446]",0.0,0.0,0.0,7.697490669227108,0.0,0.0,0.0,0.0,18.779003652081446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.697490669227108,22.132213771016815,0.0,0.0,1.0,0.0,0.0,18.779003652081446,24.327786228983193,0.0,0.0,1.0,0.0,72.93649432130857,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,0.0,0.0,"[((0, 4), 4491), ((1, 2), 4406), ((2, 0), 1095)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,7.921932222469703,21.77856885508407,0.0,0.0,1.0,0.0,0.0,18.76558075299047,24.681431144915937,0.0,0.0,1.0,0.0,73.14751297546017,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,-1.1102230246251565e-15,-2.220446049250313e-16,"[((0, 4), 5038), ((1, 2), 4406), ((2, 0), 548)]",[ 0.00000000e+00 -2.22044605e-16]
jan19boring_jan19boring_0_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-104,jan19boring/jan19boring_0_base_dev1000_rho1_t3_tie_break.json,104,cfr_10external_plus_linear,cfr_external_linear,jan19boring_0_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,67751,"(3609.8908936977386,)",,"[7.697490669227108, 18.779003652081446]",,0.0,0.0,7.697490669227108,,,0.0,0.0,18.779003652081446,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.697490669227108,22.132213771016815,0.0,0.0,1.0,0.0,0.0,18.779003652081446,24.327786228983193,0.0,0.0,1.0,0.0,72.93649432130857,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,0.0,0.0,"[((0, 4), 4491), ((1, 2), 4406), ((2, 0), 1095)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,7.921932222469703,21.77856885508407,0.0,0.0,1.0,0.0,0.0,18.76558075299047,24.681431144915937,0.0,0.0,1.0,0.0,73.14751297546017,46.460000000000015,3.0,0.6633306645316253,0.6633306645316253,-1.1102230246251565e-15,-2.220446049250313e-16,"[((0, 4), 5038), ((1, 2), 4406), ((2, 0), 548)]",[ 0.00000000e+00 -2.22044605e-16]
jan19boring_jan19boring_4_base_dev1000_rho0_t3-cfr_10external_plus_linear-100,jan19boring/jan19boring_4_base_dev1000_rho0_t3.json,100,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,3,1000,True,57501,"(3610.7421355247498,)",0.0,"[14.359760808646909, 18.173733987189745]",0.0,0.0,0.0,14.359760808646909,0.0,0.0,0.0,0.0,18.173733987189745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.359760808646909,23.21609987990393,0.0,0.0,1.0,0.0,0.0,18.173733987189745,23.243900120096086,0.0,0.0,1.0,0.0,78.99349479583667,46.460000000000015,3.0,0.5564451561248999,0.5564451561248999,-3.774758283725532e-15,-4.440892098500626e-16,"[((1, 2), 6691), ((0, 4), 1672), ((2, 0), 1629)]",[-2.22044605e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,14.05622380928557,23.983800205123078,0.0,0.0,1.0,0.0,0.0,18.03270974584751,23.08055821492896,0.0,0.0,1.0,0.0,79.15329197518511,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,-3.552713678800501e-15,-5.551115123125783e-16,"[((1, 2), 5523), ((2, 0), 2816), ((0, 4), 1655)]",[-1.11022302e-16 -4.44089210e-16]
jan19boring_jan19boring_4_base_dev1000_rho0_t3-cfr_10external_plus_linear-101,jan19boring/jan19boring_4_base_dev1000_rho0_t3.json,101,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,3,1000,True,56001,"(3630.3785581588745,)",0.0,"[14.359760808646909, 18.173733987189745]",0.0,0.0,0.0,14.359760808646909,0.0,0.0,0.0,0.0,18.173733987189745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.359760808646909,23.21609987990393,0.0,0.0,1.0,0.0,0.0,18.173733987189745,23.243900120096086,0.0,0.0,1.0,0.0,78.99349479583667,46.460000000000015,3.0,0.5564451561248999,0.5564451561248999,-3.774758283725532e-15,-4.440892098500626e-16,"[((1, 2), 6691), ((0, 4), 1672), ((2, 0), 1629)]",[-2.22044605e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,14.05622380928557,23.983800205123078,0.0,0.0,1.0,0.0,0.0,18.03270974584751,23.08055821492896,0.0,0.0,1.0,0.0,79.15329197518511,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,-3.552713678800501e-15,-5.551115123125783e-16,"[((1, 2), 5523), ((2, 0), 2816), ((0, 4), 1655)]",[-1.11022302e-16 -4.44089210e-16]
jan19boring_jan19boring_4_base_dev1000_rho0_t3-cfr_10external_plus_linear-102,jan19boring/jan19boring_4_base_dev1000_rho0_t3.json,102,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,3,1000,True,62939,"(3600.0232355594635,)",0.0,"[14.359760808646909, 18.173733987189745]",0.0,0.0,0.0,14.359760808646909,0.0,0.0,0.0,0.0,18.173733987189745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.359760808646909,23.21609987990393,0.0,0.0,1.0,0.0,0.0,18.173733987189745,23.243900120096086,0.0,0.0,1.0,0.0,78.99349479583667,46.460000000000015,3.0,0.5564451561248999,0.5564451561248999,-3.774758283725532e-15,-4.440892098500626e-16,"[((1, 2), 6691), ((0, 4), 1672), ((2, 0), 1629)]",[-2.22044605e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,14.05622380928557,23.983800205123078,0.0,0.0,1.0,0.0,0.0,18.03270974584751,23.08055821492896,0.0,0.0,1.0,0.0,79.15329197518511,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,-3.552713678800501e-15,-5.551115123125783e-16,"[((1, 2), 5523), ((2, 0), 2816), ((0, 4), 1655)]",[-1.11022302e-16 -4.44089210e-16]
jan19boring_jan19boring_4_base_dev1000_rho0_t3-cfr_10external_plus_linear-103,jan19boring/jan19boring_4_base_dev1000_rho0_t3.json,103,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,3,1000,True,56501,"(3623.779990673065,)",0.0,"[14.359760808646909, 18.173733987189745]",0.0,0.0,0.0,14.359760808646909,0.0,0.0,0.0,0.0,18.173733987189745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.359760808646909,23.21609987990393,0.0,0.0,1.0,0.0,0.0,18.173733987189745,23.243900120096086,0.0,0.0,1.0,0.0,78.99349479583667,46.460000000000015,3.0,0.5564451561248999,0.5564451561248999,-3.774758283725532e-15,-4.440892098500626e-16,"[((1, 2), 6691), ((0, 4), 1672), ((2, 0), 1629)]",[-2.22044605e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,14.05622380928557,23.983800205123078,0.0,0.0,1.0,0.0,0.0,18.03270974584751,23.08055821492896,0.0,0.0,1.0,0.0,79.15329197518511,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,-3.552713678800501e-15,-5.551115123125783e-16,"[((1, 2), 5523), ((2, 0), 2816), ((0, 4), 1655)]",[-1.11022302e-16 -4.44089210e-16]
jan19boring_jan19boring_4_base_dev1000_rho0_t3-cfr_10external_plus_linear-104,jan19boring/jan19boring_4_base_dev1000_rho0_t3.json,104,cfr_10external_plus_linear,cfr_external_linear,jan19boring_4_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,3,1000,True,55751,"(3616.1872062683105,)",0.0,"[14.359760808646909, 18.173733987189745]",0.0,0.0,0.0,14.359760808646909,0.0,0.0,0.0,0.0,18.173733987189745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.359760808646909,23.21609987990393,0.0,0.0,1.0,0.0,0.0,18.173733987189745,23.243900120096086,0.0,0.0,1.0,0.0,78.99349479583667,46.460000000000015,3.0,0.5564451561248999,0.5564451561248999,-3.774758283725532e-15,-4.440892098500626e-16,"[((1, 2), 6691), ((0, 4), 1672), ((2, 0), 1629)]",[-2.22044605e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,14.05622380928557,23.983800205123078,0.0,0.0,1.0,0.0,0.0,18.03270974584751,23.08055821492896,0.0,0.0,1.0,0.0,79.15329197518511,47.064358420052045,3.4456674004402643,0.5528316990194116,0.5528316990194116,-3.552713678800501e-15,-5.551115123125783e-16,"[((1, 2), 5523), ((2, 0), 2816), ((0, 4), 1655)]",[-1.11022302e-16 -4.44089210e-16]
jan19boring_jan19boring_1_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-100,jan19boring/jan19boring_1_base_dev1000_rho0_t3_tie_break.json,100,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,70251,"(3600.8554697036743,)",0.0,"[12.629154608225754, 9.898465125587906]",0.0,0.0,0.0,12.629154608225754,0.0,0.0,0.0,0.0,9.898465125587906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.629154608225754,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.898465125587906,24.15657340138097,0.0,0.0,1.0,0.0,69.13219253477435,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.478494338433839,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.746359124912486,24.313646875687574,0.0,0.0,1.0,0.0,69.14201420142014,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-101,jan19boring/jan19boring_1_base_dev1000_rho0_t3_tie_break.json,101,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,59501,"(3607.8546879291534,)",0.0,"[12.629154608225754, 9.898465125587906]",0.0,0.0,0.0,12.629154608225754,0.0,0.0,0.0,0.0,9.898465125587906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.629154608225754,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.898465125587906,24.15657340138097,0.0,0.0,1.0,0.0,69.13219253477435,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.478494338433839,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.746359124912486,24.313646875687574,0.0,0.0,1.0,0.0,69.14201420142014,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-102,jan19boring/jan19boring_1_base_dev1000_rho0_t3_tie_break.json,102,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,55751,"(3625.701005935669,)",0.0,"[12.629154608225754, 9.898465125587906]",0.0,0.0,0.0,12.629154608225754,0.0,0.0,0.0,0.0,9.898465125587906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.629154608225754,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.898465125587906,24.15657340138097,0.0,0.0,1.0,0.0,69.13219253477435,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.478494338433839,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.746359124912486,24.313646875687574,0.0,0.0,1.0,0.0,69.14201420142014,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-103,jan19boring/jan19boring_1_base_dev1000_rho0_t3_tie_break.json,103,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,62251,"(3617.820809841156,)",0.0,"[12.629154608225754, 9.898465125587906]",0.0,0.0,0.0,12.629154608225754,0.0,0.0,0.0,0.0,9.898465125587906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.629154608225754,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.898465125587906,24.15657340138097,0.0,0.0,1.0,0.0,69.13219253477435,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.478494338433839,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.746359124912486,24.313646875687574,0.0,0.0,1.0,0.0,69.14201420142014,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho0_t3_tie_break-cfr_10external_plus_linear-104,jan19boring/jan19boring_1_base_dev1000_rho0_t3_tie_break.json,104,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,3,1000,True,68251,"(3601.9394793510437,)",0.0,"[12.629154608225754, 9.898465125587906]",0.0,0.0,0.0,12.629154608225754,0.0,0.0,0.0,0.0,9.898465125587906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.629154608225754,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.898465125587906,24.15657340138097,0.0,0.0,1.0,0.0,69.13219253477435,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.478494338433839,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.746359124912486,24.313646875687574,0.0,0.0,1.0,0.0,69.14201420142014,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-100,jan19boring/jan19boring_1_base_dev1000_rho1_t3_tie_break.json,100,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,54676,"(3600.0080223083496,)",0.0,"[12.377553064212615, 9.756271008309275]",0.0,0.0,0.0,12.377553064212615,0.0,0.0,0.0,0.0,9.756271008309275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.377553064212615,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.756271008309275,24.15657340138097,0.0,0.0,1.0,0.0,68.73839687348257,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.226991424984602,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.601294765108262,24.313646875687574,0.0,0.0,1.0,0.0,68.74544692816667,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-101,jan19boring/jan19boring_1_base_dev1000_rho1_t3_tie_break.json,101,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,55001,"(3607.7654106616974,)",0.0,"[12.377553064212615, 9.756271008309275]",0.0,0.0,0.0,12.377553064212615,0.0,0.0,0.0,0.0,9.756271008309275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.377553064212615,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.756271008309275,24.15657340138097,0.0,0.0,1.0,0.0,68.73839687348257,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.226991424984602,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.601294765108262,24.313646875687574,0.0,0.0,1.0,0.0,68.74544692816667,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
jan19boring_jan19boring_1_base_dev1000_rho1_t3_tie_break-cfr_10external_plus_linear-102,jan19boring/jan19boring_1_base_dev1000_rho1_t3_tie_break.json,102,cfr_10external_plus_linear,cfr_external_linear,jan19boring_1_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,3,1000,True,52001,"(3609.5938761234283,)",0.0,"[12.377553064212615, 9.756271008309275]",0.0,0.0,0.0,12.377553064212615,0.0,0.0,0.0,0.0,9.756271008309275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.377553064212615,22.44799939957971,0.0,0.0,1.0,0.0,0.0,9.756271008309275,24.15657340138097,0.0,0.0,1.0,0.0,68.73839687348257,46.60457280096069,3.1092764935454817,0.5582908035624937,0.5582908035624937,0.0,0.0,"[((1, 2), 5930), ((0, 4), 3353), ((2, 0), 710)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.226991424984602,22.603513862386244,0.0,0.0,1.0,0.0,0.0,9.601294765108262,24.313646875687574,0.0,0.0,1.0,0.0,68.74544692816667,46.91716073807383,3.328832883288329,0.5578557855785579,0.5578557855785579,0.0,0.0,"[((1, 2), 5936), ((0, 4), 3355), ((2, 0), 708)]",[0. 0.]
