,game_name,potential,seed,run_name,experiment,information_policy,clock_speed,base_game_name,alg,walltime,approx_nash_conv,total_entropy,p0_utility,p0_payment,p0_total_entropies,p1_utility,p1_payment,p1_total_entropies,total_welfare,total_revenue,auction_lengths,common_allocations
33,jun13/jun13_4_imperfect.json,None,100,jun13_jun13_4_imperfect-ppo_may31_23ppo_76-100,jun13ppo,SHOW_DEMAND,0.3,jun13_4,PPO,18909.319880247116,,0.0,130.16708743183673,74.99616987108443,0.0,88.11133212997196,72.60199720176072,0.0,365.87658663465385,147.59816707284514,4.407262905162065,"[((1, 1), 3694), ((0, 0), 2551), ((1, 0), 2473), ((0, 2), 665), ((1, 2), 613)]"
34,jun13/jun13_2_high_speed.json,None,102,jun13_jun13_2_high_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.6,jun13_2,PPO,31710.16910147667,,0.0,44.58608660866088,41.50277027702771,0.0,118.87365776577653,263.79280488048806,0.0,468.75531953195326,305.29557515751577,3.2493249324932494,"[((0, 0), 4992), ((1, 3), 2531), ((0, 3), 2476)]"
35,jun13/jun13_4_imperfect.json,None,102,jun13_jun13_4_imperfect-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.3,jun13_4,PPO,20207.826770305634,,0.0,165.4436628314157,50.58550375187595,0.0,86.36336124062029,57.64770429214609,0.0,360.04023211605806,108.233208044022,3.24392196098049,"[((1, 1), 5017), ((1, 0), 2506), ((0, 0), 2472)]"
36,jun13/jun13_3_medium_speed.json,None,102,jun13_jun13_3_medium_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.45,jun13_3,PPO,21076.844316005707,,0.0,140.24530235164616,151.43738352846992,0.0,120.0326768081329,156.5986491200168,0.0,568.3140118082658,308.03603264848675,5.247273091163815,"[((2, 0), 2529), ((0, 1), 2504), ((2, 1), 2485), ((0, 0), 2475)]"
37,jun13/jun13_3_imperfect.json,None,100,jun13_jun13_3_imperfect-ppo_may31_23ppo_76-100,jun13ppo,SHOW_DEMAND,0.3,jun13_3,PPO,19814.01927137375,,0.0,228.63356809607689,118.33214447397921,0.0,67.94900787333964,128.31590405620398,0.0,543.2306244995997,246.6480485301832,7.503502802241793,"[((2, 0), 5004), ((0, 1), 2504), ((2, 1), 2484)]"
38,jun13/jun13_2_medium_speed.json,None,102,jun13_jun13_2_medium_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.45,jun13_2,PPO,32325.134037971497,,0.0,46.17295607803902,77.95843761880941,0.0,133.22803071410706,227.73937698974478,0.0,485.0988014007003,305.69781460855427,4.008904452226113,"[((0, 0), 4992), ((2, 3), 2532), ((0, 3), 2471)]"
39,jun13/jun13_1_high_speed.json,None,102,jun13_jun13_1_high_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.6,jun13_1,PPO,26186.645340919495,,0.0,41.85253151891134,52.05331198719232,0.0,49.22620372223335,63.92222533520113,0.0,207.05427256353815,115.97553732239344,1.9982989793876327,"[((1, 0), 4963), ((0, 2), 2525), ((2, 0), 2506)]"
40,jun13/jun13_3_high_speed.json,None,101,jun13_jun13_3_high_speed-ppo_may31_23ppo_76-101,jun13ppo,SHOW_DEMAND,0.6,jun13_3,PPO,21500.750649929047,,0.0,188.39381406984893,130.30045191634147,0.0,145.19508439907935,91.71792670869611,0.0,555.6072770939658,222.01837862503763,3.4976483538476932,"[((2, 0), 2529), ((1, 1), 2504), ((2, 1), 2486), ((0, 0), 2474)]"
41,jun13/jun13_4_base.json,None,100,jun13_jun13_4_base-ppo_may31_23ppo_76-100,jun13ppo,SHOW_DEMAND,0.3,jun13_4,PPO,20368.265028715134,,0.0,157.0891669127651,112.87064101040419,0.0,81.0738881152461,41.52970532212887,0.0,392.5634013605442,154.40034633253305,4.751600640256102,"[((1, 2), 5017), ((1, 0), 2507), ((0, 0), 2472)]"
42,jun13/jun13_3_high_speed.json,None,102,jun13_jun13_3_high_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.6,jun13_3,PPO,21025.905592679977,,0.0,169.72966930079022,149.123210563169,0.0,161.21740202060613,75.4872733820146,0.0,555.5575552665799,224.6104839451836,3.4956486946083825,"[((2, 0), 2528), ((1, 1), 2505), ((2, 1), 2491), ((0, 0), 2473)]"
43,jun13/jun13_1_base.json,None,102,jun13_jun13_1_base-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.3,jun13_1,PPO,26103.39677810669,,0.0,43.91116791679167,80.06184138413843,0.0,45.216557655765584,45.8947694769477,0.0,215.0843364336434,125.9566108610861,2.2551255125512553,"[((1, 2), 2532), ((2, 0), 2513), ((2, 1), 2482), ((1, 0), 2472)]"
44,jun13/jun13_3_imperfect.json,None,102,jun13_jun13_3_imperfect-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.3,jun13_3,PPO,18444.43522286415,,0.0,212.0666002841989,134.28540211748225,0.0,140.82235644951464,55.33342860002003,0.0,542.5077874512158,189.61883071750228,4.24877414189933,"[((2, 0), 5003), ((0, 1), 2505), ((2, 1), 2485)]"
45,jun13/jun13_2_imperfect.json,None,102,jun13_jun13_2_imperfect-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.3,jun13_2,PPO,30153.32177710533,,0.0,64.18757951590317,60.19944188837768,0.0,127.31989598179632,233.90060811902387,0.0,485.607525505101,294.10005000740153,5.0046009201840365,"[((0, 0), 4992), ((2, 3), 2527), ((0, 3), 2479)]"
46,jun13/jun13_0_imperfect.json,None,101,jun13_jun13_0_imperfect-ppo_may31_23ppo_76-101,jun13ppo,SHOW_DEMAND,0.3,jun13_0,PPO,28107.30815601349,,0.0,34.28174348562411,147.65796033666928,0.0,74.58171097620166,169.58595362255758,0.0,426.1073684210526,317.24391395922686,8.499499699819891,"[((0, 1), 3786), ((0, 4), 2497), ((1, 2), 2439), ((1, 1), 1272)]"
47,jun13/jun13_1_base.json,None,101,jun13_jun13_1_base-ppo_may31_23ppo_76-101,jun13ppo,SHOW_DEMAND,0.3,jun13_1,PPO,26469.235582590103,,0.0,41.409586752051226,71.46069141484891,0.0,40.853558743245955,72.45079586952171,0.0,226.17463277966777,143.91148728437062,3.2503502101260757,"[((2, 0), 4994), ((1, 2), 2525), ((1, 0), 2475)]"
48,jun13/jun13_1_base.json,None,100,jun13_jun13_1_base-ppo_may31_23ppo_76-100,jun13ppo,SHOW_DEMAND,0.3,jun13_1,PPO,25310.892892599106,,0.0,43.931225922592255,80.06184138413843,0.0,45.196699669967,45.8947694769477,0.0,215.08453645364534,125.9566108610861,2.2551255125512553,"[((1, 2), 2532), ((2, 0), 2513), ((2, 1), 2482), ((1, 0), 2472)]"
49,jun13/jun13_4_base.json,None,102,jun13_jun13_4_base-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.3,jun13_4,PPO,20171.66870045662,,0.0,161.72599549684782,54.27297578304813,0.0,83.07090845591914,61.08791872310619,0.0,360.1577984589212,115.36089450615432,3.4976483538476932,"[((1, 1), 5015), ((1, 0), 2504), ((0, 0), 2474)]"
50,jun13/jun13_4_high_speed.json,None,102,jun13_jun13_4_high_speed-ppo_may31_23ppo_76-102,jun13ppo,SHOW_DEMAND,0.6,jun13_4,PPO,21166.75594973564,,0.0,134.5571980394118,135.06964601380417,0.0,83.26033410023007,39.21797339201761,0.0,392.1051515454637,174.28761940582177,3.5084525357607284,"[((1, 2), 5013), ((1, 0), 2510), ((0, 0), 2474)]"
51,jun13/jun13_1_base.json,None,100,jun13_jun13_1_base-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.3,jun13_1,cfr_outcome,12939.242267847061,,0.0,52.373994396637976,71.44107464478688,0.0,45.02919951971183,45.892485491294785,0.0,214.73675405243148,117.33356013608166,1.7495497298379028,"[((1, 2), 2529), ((2, 0), 2503), ((2, 1), 2489), ((1, 0), 2473)]"
52,jun13/jun13_3_base.json,None,100,jun13_jun13_3_base-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.3,jun13_3,cfr_outcome,19443.354060649872,,0.0,223.9561766329899,122.1800082224668,0.0,159.4756747024107,36.63620286085826,0.0,542.2480624187257,158.81621108332502,3.4981494448334503,"[((2, 0), 5005), ((0, 1), 2507), ((2, 1), 2485)]"
53,jun13/jun13_3_base.json,None,102,jun13_jun13_3_base-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.3,jun13_3,cfr_outcome,17033.23152780533,,0.0,252.97898271881556,120.7009772691808,0.0,130.93231809542863,25.555876362908876,0.0,530.1681544463339,146.25685363208967,3.7373211963589075,"[((2, 0), 5005), ((1, 1), 2504), ((2, 1), 2488)]"
54,jun13/jun13_2_medium_speed.json,None,100,jun13_jun13_2_medium_speed-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.45,jun13_2,cfr_outcome,22719.997500419617,,0.0,56.19431665832917,70.06261980990496,0.0,199.74821535767884,107.12274812406204,0.0,433.1278999499749,177.185367933967,2.499949974987494,"[((0, 3), 4956), ((1, 3), 2532), ((0, 0), 2507)]"
55,jun13/jun13_3_medium_speed.json,None,102,jun13_jun13_3_medium_speed-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.45,jun13_3,cfr_outcome,16961.248994350433,,0.0,236.5012140498349,137.0376471530071,0.0,135.28027619333537,21.136095266686677,0.0,529.955232662864,158.1737424196938,2.998398879215451,"[((2, 0), 4999), ((1, 1), 2505), ((2, 1), 2489)]"
56,jun13/jun13_1_high_speed.json,None,100,jun13_jun13_1_high_speed-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.6,jun13_1,cfr_outcome,8595.975532531738,,0.0,50.1954866459938,62.35342602780835,0.0,57.222962888866654,45.42206661998599,0.0,215.19394218265478,107.77549264779435,1.496148844653396,"[((2, 0), 4998), ((1, 2), 2528), ((1, 0), 2471)]"
57,jun13/jun13_2_base.json,None,101,jun13_jun13_2_base-cfr_outcomemccfr_outcome-101,jun13outcome,SHOW_DEMAND,0.3,jun13_2,cfr_outcome,46001.548716545105,,0.0,58.57128650595177,105.95539949984999,0.0,189.43734900470142,95.79753746123838,0.0,449.7615724717415,201.75293696108835,3.510853255976793,"[((0, 3), 4958), ((2, 3), 2532), ((0, 0), 2507)]"
58,jun13/jun13_2_high_speed.json,None,102,jun13_jun13_2_high_speed-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.6,jun13_2,cfr_outcome,22522.74075984955,,0.0,53.60583491745872,70.01431115557779,0.0,182.41098949474733,177.98813006503252,0.0,484.0192656328165,248.00244122061034,2.5032516258129065,"[((0, 0), 4993), ((2, 3), 2531), ((0, 3), 2471)]"
59,jun13/jun13_4_base.json,None,100,jun13_jun13_4_base-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.3,jun13_4,cfr_outcome,16777.06031370163,,0.0,143.26714220088033,56.990128707483,0.0,90.21723841536615,70.44487042817127,0.0,360.91937975190075,127.43499913565427,4.003701480592237,"[((1, 0), 5039), ((1, 1), 2483), ((0, 0), 2474)]"
60,jun13/jun13_1_medium_speed.json,None,102,jun13_jun13_1_medium_speed-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.45,jun13_1,cfr_outcome,11074.147922992706,,0.0,51.39172468987596,61.17382953181272,0.0,53.6383618447379,48.98561974789916,0.0,215.18953581432578,110.15944927971188,1.7449979991996798,"[((2, 0), 4993), ((1, 2), 2534), ((1, 0), 2469)]"
61,jun13/jun13_0_high_speed.json,None,102,jun13_jun13_0_high_speed-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.6,jun13_0,cfr_outcome,25460.163169145584,,0.0,45.06978669600878,90.75095952785838,0.0,181.75120152045614,110.40264863459039,0.0,427.9745963789137,201.15360816244876,3.616184855456637,"[((0, 1), 5021), ((1, 4), 2437), ((0, 0), 1272), ((0, 3), 1267)]"
62,jun13/jun13_0_high_speed.json,None,100,jun13_jun13_0_high_speed-cfr_outcomemccfr_outcome-100,jun13outcome,SHOW_DEMAND,0.6,jun13_0,cfr_outcome,23470.154356479645,,0.0,58.4289649929986,70.77187517503503,0.0,165.77114152430482,140.53808032006404,0.0,435.51006201240256,211.3099554950991,3.2500500100020004,"[((0, 0), 3795), ((0, 2), 2498), ((1, 3), 2439), ((0, 4), 1266)]"
63,jun13/jun13_4_medium_speed.json,None,101,jun13_jun13_4_medium_speed-cfr_outcomemccfr_outcome-101,jun13outcome,SHOW_DEMAND,0.45,jun13_4,cfr_outcome,13609.71767950058,,0.0,111.2715005213128,65.7546511697018,0.0,121.26596477886733,63.807087052231346,0.0,362.0992035221133,129.56173822193315,3.3838302981789075,"[((1, 0), 3766), ((0, 0), 2518), ((1, 1), 2446), ((0, 2), 1264)]"
64,jun13/jun13_0_base.json,None,101,jun13_jun13_0_base-cfr_outcomemccfr_outcome-101,jun13outcome,SHOW_DEMAND,0.3,jun13_0,cfr_outcome,54874.33226943016,,0.0,60.68013637420848,147.0205320268321,0.0,138.77284416089654,90.68559890494298,0.0,437.15911146688006,237.70613093177508,6.376826095657394,"[((0, 4), 5001), ((1, 4), 2446), ((1, 0), 1283), ((0, 1), 640), ((0, 0), 624)]"
65,jun13/jun13_4_base.json,None,102,jun13_jun13_4_base-cfr_outcomemccfr_outcome-102,jun13outcome,SHOW_DEMAND,0.3,jun13_4,cfr_outcome,19403.568747758865,,0.0,140.90739083450066,43.9160552331399,0.0,102.43451190714433,66.78958254952971,0.0,354.0475405243146,110.70563778266958,3.254152491494897,"[((1, 0), 7522), ((0, 0), 2472)]"
