run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold,straightforward_nash_conv,rho_0_nash_conv
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-100,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,35501.0,"(3643.655722141266,)",0.0,"[13.918377308980222, 6.842034804828844]",0.0,0.0,0.0,13.918377308980222,0.0,0.0,0.0,0.0,6.842034804828844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.918377308980222,22.31071803526764,0.0,0.0,1.0,0.0,0.0,6.842034804828844,21.527864891195602,0.0,0.0,1.0,0.0,64.5989950402723,43.83858292646323,3.621310655327664,0.0,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,"[((0, 3), 6269), ((1, 1), 3726)]",[ 1.11022302e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,12.321971307381117,20.32018239515958,0.0,0.0,1.0,0.0,0.0,5.699567812353238,20.356338248484835,0.0,0.0,1.0,0.0,58.698059763378765,40.676520643644416,3.4966510046985904,0.3798860341897431,0.3798860341897431,3.0194941517544733,0.2516245126462061,"[((1, 1), 4397), ((0, 3), 3089), ((0, 2), 2517)]",[0.25162451 0.        ],,0.0
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-101,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,101,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,39751.0,"(3609.2153441905975,)",0.0,"[14.691571311991794, 6.335326326259613]",0.0,0.0,0.0,14.691571311991794,0.0,0.0,0.0,0.0,6.335326326259613,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.691571311991794,20.85255941064639,0.0,0.0,1.0,0.0,0.0,6.335326326259613,22.39891397338404,0.0,0.0,1.0,0.0,64.27837102228183,43.25147338403042,3.247148288973384,0.0,0.0,0.0,0.0,"[((1, 1), 7524), ((0, 3), 2470)]",[0. 0.],0.0,0.0,1.0,0.0,0.0,12.321971307381117,20.32018239515958,0.0,0.0,1.0,0.0,0.0,5.699567812353238,20.356338248484835,0.0,0.0,1.0,0.0,58.698059763378765,40.676520643644416,3.4966510046985904,0.3798860341897431,0.3798860341897431,3.0194941517544733,0.2516245126462061,"[((1, 1), 4397), ((0, 3), 3089), ((0, 2), 2517)]",[0.25162451 0.        ],,0.0
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-104,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,104,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,39751.0,"(3639.1863117218018,)",0.0,"[13.918377308980222, 6.842034804828844]",0.0,0.0,0.0,13.918377308980222,0.0,0.0,0.0,0.0,6.842034804828844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.918377308980222,22.31071803526764,0.0,0.0,1.0,0.0,0.0,6.842034804828844,21.527864891195602,0.0,0.0,1.0,0.0,64.5989950402723,43.83858292646323,3.621310655327664,0.0,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,"[((0, 3), 6269), ((1, 1), 3726)]",[ 1.11022302e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,12.321971307381117,20.32018239515958,0.0,0.0,1.0,0.0,0.0,5.699567812353238,20.356338248484835,0.0,0.0,1.0,0.0,58.698059763378765,40.676520643644416,3.4966510046985904,0.3798860341897431,0.3798860341897431,3.0194941517544733,0.2516245126462061,"[((1, 1), 4397), ((0, 3), 3089), ((0, 2), 2517)]",[0.25162451 0.        ],,0.0
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-102,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,102,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,35251.0,"(3610.7638671398163,)",0.0,"[13.918377308980222, 6.842034804828844]",0.0,0.0,0.0,13.918377308980222,0.0,0.0,0.0,0.0,6.842034804828844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.918377308980222,22.31071803526764,0.0,0.0,1.0,0.0,0.0,6.842034804828844,21.527864891195602,0.0,0.0,1.0,0.0,64.5989950402723,43.83858292646323,3.621310655327664,0.0,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,"[((0, 3), 6269), ((1, 1), 3726)]",[ 1.11022302e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,12.321971307381117,20.32018239515958,0.0,0.0,1.0,0.0,0.0,5.699567812353238,20.356338248484835,0.0,0.0,1.0,0.0,58.698059763378765,40.676520643644416,3.4966510046985904,0.3798860341897431,0.3798860341897431,3.0194941517544733,0.2516245126462061,"[((1, 1), 4397), ((0, 3), 3089), ((0, 2), 2517)]",[0.25162451 0.        ],,0.0
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_16_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-103,jan19/jan19_16_base_dev1000_rho1_t4_tie_break.json,103,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_16_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,35501.0,"(3639.5648097991943,)",0.0,"[13.918377308980222, 6.842034804828844]",0.0,0.0,0.0,13.918377308980222,0.0,0.0,0.0,0.0,6.842034804828844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.918377308980222,22.31071803526764,0.0,0.0,1.0,0.0,0.0,6.842034804828844,21.527864891195602,0.0,0.0,1.0,0.0,64.5989950402723,43.83858292646323,3.621310655327664,0.0,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,"[((0, 3), 6269), ((1, 1), 3726)]",[ 1.11022302e-16 -2.22044605e-16],0.0,0.0,1.0,0.0,0.0,12.321971307381117,20.32018239515958,0.0,0.0,1.0,0.0,0.0,5.699567812353238,20.356338248484835,0.0,0.0,1.0,0.0,58.698059763378765,40.676520643644416,3.4966510046985904,0.3798860341897431,0.3798860341897431,3.0194941517544733,0.2516245126462061,"[((1, 1), 4397), ((0, 3), 3089), ((0, 2), 2517)]",[0.25162451 0.        ],,0.0
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-103,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-100,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-101,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,101,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-102,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,102,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-103,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,103,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_9_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-104,jan19/jan19_9_base_dev1000_rho0_t2_tie_break.json,104,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_9_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-103,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear-100,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear-101,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,101,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear-102,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,102,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear-103,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,103,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_2_base_dev1000_rho1_t1_tie_break-cfr_port_10_extexternal_plus_linear-104,jan19/jan19_2_base_dev1000_rho1_t1_tie_break.json,104,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_2_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,1,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-103,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-100,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-101,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,101,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-102,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,102,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-103,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,103,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-103,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_8_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-104,jan19/jan19_8_base_dev1000_rho0_t2_tie_break.json,104,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_8_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan19_jan19_5_base_dev1000_rho0_t2_tie_break-cfr_port_10_extexternal_plus_linear-100,jan19/jan19_5_base_dev1000_rho0_t2_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,jan19_5_base,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,0.0,2,1000,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
