global_step,nash_conv,_runtime,base_game_name,rule,cfg,rho,seed
4500,0.0,414.90872836112976,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
4600,0.0,430.61712622642517,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
4700,0.0,446.62349557876587,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
4800,0.0,463.08041048049927,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
4900,0.0,479.6945414543152,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5000,0.0,496.72417092323303,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5100,0.0,514.1662809848785,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5200,0.0,531.8498778343201,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5300,0.0,549.893173456192,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5400,0.0,637.1271531581879,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5500,0.0,656.8342990875244,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5600,0.0,676.59188580513,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5700,0.0,696.8556694984436,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5800,0.0,717.4803166389465,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
5900,0.0,738.554740190506,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6000,0.0,759.9394297599792,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6100,0.0,781.8026030063629,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6200,0.0,804.0074429512024,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6300,0.0,826.67742395401,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6400,0.0,849.7710344791412,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6500,0.0,873.2924242019653,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6600,0.0,897.1907901763916,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6700,0.0,921.7235524654388,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6800,0.0,946.6640725135803,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
6900,0.0,972.1075427532196,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7000,0.0,998.2144467830658,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7100,0.0,1024.824022769928,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7200,0.0,1051.8504300117493,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7300,0.0,1079.2694883346558,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7400,0.0,1107.369310617447,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7500,0.0,1135.7666997909546,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7600,0.0,1164.954059123993,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7700,0.0,1194.6127042770386,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7800,0.0,1224.926676273346,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
7900,0.0,1255.6742181777954,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8000,0.0,1287.6386137008667,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8100,0.0,1319.8028047084808,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8200,0.0,1352.774389743805,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8300,0.0,1386.9668056964874,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8400,0.0,1422.9719560146332,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8500,0.0,1463.6661541461945,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8600,0.0,1505.3904638290405,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8700,0.0,1546.701156616211,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8800,0.0,1584.08194231987,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
8900,0.0,1622.4307310581207,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9000,0.0,1661.646152496338,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9100,0.0,1701.9587116241455,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9200,0.0,1743.4265625476837,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9300,0.0,1791.1102457046509,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9400,0.0,1840.5368747711182,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9500,0.0,1890.47603058815,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9600,0.0,1941.1776232719421,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9700,0.0,1988.6665031909943,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9800,0.0,2030.3338475227356,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
9900,0.0,2073.4117906093597,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10000,0.0,2116.5957345962524,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10100,0.0,2160.0048999786377,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10200,0.0,2203.8650698661804,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10300,0.0,2249.073189973831,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10400,0.0,2299.5875096321106,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10500,0.0,2345.895293235779,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10600,0.0,2383.8902485370636,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10700,0.0,2428.374447822571,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
10900,0.0,2802.0552253723145,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11000,0.0,2858.898247718811,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11100,0.0,2916.8032670021057,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11200,0.0,2976.5426201820374,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11300,0.0,3042.7567920684814,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11400,0.0,3112.0291261672974,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11500,0.0,3179.892914056778,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11600,0.0,3247.355677127838,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11700,0.0,3322.411007165909,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11800,0.0,3396.5243928432465,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
11900,0.0,3453.769987344742,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
12000,0.0,3499.3113346099854,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
12100,0.0,3545.2828052043915,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
12200,0.0,3591.7665367126465,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
12300,0.0,3646.4844076633453,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,109
100,0.07717500000000044,20.67392373085022,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
200,0.07717500000000044,25.77115249633789,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
300,0.0,30.419994831085205,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
400,0.0,34.67766880989075,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
500,0.0,39.78712248802185,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
600,0.0,44.24857234954834,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
700,0.0,49.16716241836548,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
800,0.0,54.35711979866028,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
900,0.0,59.80531692504883,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1000,0.0,65.45880651473999,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1100,0.0,74.67837882041931,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1200,0.0,81.0474739074707,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1300,0.0,87.6457748413086,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1400,0.0,94.75400519371033,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1500,0.0,102.27600741386414,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1600,0.0,110.11807370185852,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1700,0.0,118.16201210021973,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1800,0.0,126.65051460266113,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
1900,0.0,135.46578788757324,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2000,0.0,144.4765408039093,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2100,0.0,154.05543971061707,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2200,0.0,180.25366377830505,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2300,0.0,192.00805807113647,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2400,0.0,204.09894585609436,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2500,0.0,216.66709280014038,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2600,0.0,229.84683060646057,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2700,0.0,243.4821879863739,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2800,0.0,257.7815339565277,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
2900,0.0,272.3203582763672,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3000,0.0,287.4491009712219,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3100,0.0,302.95635962486267,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3200,0.0,318.9749321937561,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3300,0.0,335.3464469909668,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3400,0.0,352.2264657020569,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3500,0.0,369.5848009586334,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3600,0.0,387.3726706504822,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3700,0.0,405.8195381164551,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3800,0.0,424.7648193836212,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
3900,0.0,444.0965929031372,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4000,0.0,463.6674373149872,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4100,0.0,483.3710482120514,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4200,0.0,503.4772756099701,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4300,0.0,523.8210830688477,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4400,0.0,544.8121514320374,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4500,0.0,633.5219385623932,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4600,0.0,656.1020791530609,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4700,0.0,678.8873233795166,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4800,0.0,702.1712636947632,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
4900,0.0,725.8946526050568,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5000,0.0,750.1721289157867,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5100,0.0,774.9284949302673,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5200,0.0,800.0973000526428,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5300,0.0,825.7356753349304,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5400,0.0,851.9426481723785,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5500,0.0,878.515588760376,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5600,0.0,905.5097284317017,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5700,0.0,933.0374445915222,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5800,0.0,961.0691978931427,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
5900,0.0,989.6313307285309,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6000,0.0,1018.5865330696106,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6100,0.0,1048.0173563957214,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6200,0.0,1078.0363864898682,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6300,0.0,1108.476737499237,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6400,0.0,1139.2630307674408,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6500,0.0,1170.6652998924255,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6600,0.0,1202.5489304065704,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6700,0.0,1234.9840075969696,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6800,0.0,1268.0151014328003,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
6900,0.0,1301.348920583725,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7000,0.0,1335.2975656986237,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7100,0.0,1369.4130613803864,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7200,0.0,1404.0134694576263,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7300,0.0,1439.5032467842102,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7400,0.0,1475.2038555145264,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7500,0.0,1511.308515548706,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7600,0.0,1548.323183298111,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7700,0.0,1585.9873676300049,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7800,0.0,1624.165526151657,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
7900,0.0,1662.7038435935974,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8000,0.0,1701.891994714737,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8100,0.0,1741.890992641449,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8200,0.0,1782.234783411026,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8300,0.0,1823.1743280887604,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8400,0.0,1864.703073501587,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8500,0.0,1906.7973420619965,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8600,0.0,1949.8044080734253,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8700,0.0,1993.2261772155762,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8800,0.0,2037.0509495735168,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
8900,0.0,2081.373691558838,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9100,0.0,2434.4270696640015,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9200,0.0,2485.3753015995026,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9300,0.0,2536.8334951400757,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9400,0.0,2589.011926174164,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9500,0.0,2642.1118426322937,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9600,0.0,2695.132122039795,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9700,0.0,2749.4942348003387,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9800,0.0,2802.574482679367,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
9900,0.0,2854.9418528079987,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10000,0.0,2911.760308742523,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10100,0.0,2969.4666662216187,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10200,0.0,3027.9853298664093,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10300,0.0,3087.4536106586456,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10400,0.0,3136.5629184246063,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10500,0.0,3185.315436601639,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10600,0.0,3234.5062012672424,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10700,0.0,3285.332439184189,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10800,0.0,3339.656913995743,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
10900,0.0,3394.9800310134888,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
11000,0.0,3448.7595200538635,feb10_2p_5type_4,tie_break,cfr_10_no_trem/external_plus_linear_no_trem,0,108
