info_state,Allocation British Columbia,Bid ([0]),Bid ([1]),Bid ([2]),Bid ([3]),Price British Columbia,Utility 0,Utility 1,bids,player,prob,round,terminal,total_demand,type
"p0 a2 agg[array([0]), array([5]), array([4]), array([4]), array([4]), array([4])] sub[array([0]), array([2]), array([2]), array([2]), array([2]), array([2])] proc[array([0]), array([2]), array([2]), array([2]), array([2]), array([2])] sor_exposure80.52550000000005",,1.0,,,,40.262750000000025,,,"[array([0]), array([2]), array([2]), array([2]), array([2]), array([2])]",0,2.8577960676727156e-13,6,False,[4],0
"p1 a2 agg[array([0]), array([5]), array([4]), array([4]), array([4]), array([4])] sub[array([0]), array([3]), array([2]), array([2]), array([2]), array([2])] proc[array([0]), array([3]), array([2]), array([2]), array([2]), array([2])] sor_exposure80.52550000000005",,1.0,,,,40.262750000000025,,,"[array([0]), array([3]), array([2]), array([2]), array([2]), array([2])]",1,2.8577960676727156e-13,6,False,[4],0
"p0 a2 agg[array([0]), array([5]), array([5])] sub[array([0]), array([2]), array([2])] proc[array([0]), array([2]), array([2])] sor_exposure60.500000000000014",,0.011682784603465578,0.30410770655746694,0.6842095088390674,,30.250000000000007,,,"[array([0]), array([2]), array([2])]",0,8.979628315575274e-09,3,False,[5],0
"p1 a3 agg[array([0]), array([5]), array([5])] sub[array([0]), array([3]), array([3])] proc[array([0]), array([3]), array([3])] sor_exposure90.75000000000003",,0.30494774119370205,0.30494774119370205,0.22461412503585806,0.1654903925767379,30.250000000000007,,,"[array([0]), array([3]), array([3])]",1,8.979628315575272e-09,3,False,[5],0
"p0 a1 agg[array([0]), array([5]), array([5]), array([4])] sub[array([0]), array([2]), array([2]), array([1])] proc[array([0]), array([2]), array([2]), array([1])] sor_exposure33.27500000000001",,0.01920830079532676,0.9807916992046734,,,33.27500000000001,,,"[array([0]), array([2]), array([2]), array([1])]",0,4.5191688989311713e-10,4,False,[4],0
"p1 a3 agg[array([0]), array([5]), array([5]), array([4])] sub[array([0]), array([3]), array([3]), array([3])] proc[array([0]), array([3]), array([3]), array([3])] sor_exposure99.82500000000005",,0.25,0.25,0.25,0.25,33.27500000000001,,,"[array([0]), array([3]), array([3]), array([3])]",1,4.519168898931172e-10,4,False,[4],0
"p0 a1 agg[array([0]), array([5]), array([5]), array([4]), array([4])] sub[array([0]), array([2]), array([2]), array([1]), array([1])] proc[array([0]), array([2]), array([2]), array([1]), array([1])] sor_exposure36.60250000000002",,0.00979224274170694,0.9902077572582931,,,36.60250000000002,,,"[array([0]), array([2]), array([2]), array([1]), array([1])]",0,1.1080908358439041e-10,5,False,[4],0
"p1 a3 agg[array([0]), array([5]), array([5]), array([4]), array([4])] sub[array([0]), array([3]), array([3]), array([3]), array([3])] proc[array([0]), array([3]), array([3]), array([3]), array([3])] sor_exposure109.80750000000006",,0.25,0.25,0.25,0.25,36.60250000000002,,,"[array([0]), array([3]), array([3]), array([3]), array([3])]",1,1.1080908358439042e-10,5,False,[4],0
"p0 a1 agg[array([0]), array([5]), array([5]), array([4]), array([4]), array([4])] sub[array([0]), array([2]), array([2]), array([1]), array([1]), array([1])] proc[array([0]), array([2]), array([2]), array([1]), array([1]), array([1])] sor_exposure40.262750000000025",,1.0,,,,40.262750000000025,,,"[array([0]), array([2]), array([2]), array([1]), array([1]), array([1])]",0,2.7431003534986493e-11,6,False,[4],0
"p1 a3 agg[array([0]), array([5]), array([5]), array([4]), array([4]), array([4])] sub[array([0]), array([3]), array([3]), array([3]), array([3]), array([3])] proc[array([0]), array([3]), array([3]), array([3]), array([3]), array([3])] sor_exposure120.78825000000008",,1.0,,,,40.262750000000025,,,"[array([0]), array([3]), array([3]), array([3]), array([3]), array([3])]",1,2.7431003534986493e-11,6,False,[4],0
"p0 a2 agg[array([0]), array([5]), array([5]), array([4])] sub[array([0]), array([2]), array([2]), array([2])] proc[array([0]), array([2]), array([2]), array([2])] sor_exposure66.55000000000003",,0.4971541892620755,0.4971541892620755,0.005691621475848991,,33.27500000000001,,,"[array([0]), array([2]), array([2]), array([2])]",0,1.3800172974964197e-09,4,False,[4],0
"p1 a2 agg[array([0]), array([5]), array([5]), array([4])] sub[array([0]), array([3]), array([3]), array([2])] proc[array([0]), array([3]), array([3]), array([2])] sor_exposure66.55000000000003",,0.2591906701754389,0.2591906701754389,0.4816186596491222,,33.27500000000001,,,"[array([0]), array([3]), array([3]), array([2])]",1,1.3800172974964197e-09,4,False,[4],0
"p0 a2 agg[array([0]), array([5]), array([5]), array([4]), array([4])] sub[array([0]), array([2]), array([2]), array([2]), array([2])] proc[array([0]), array([2]), array([2]), array([2]), array([2])] sor_exposure73.20500000000004",,0.3333333333333333,0.3333333333333333,0.3333333333333333,,36.60250000000002,,,"[array([0]), array([2]), array([2]), array([2]), array([2])]",0,3.782891142614748e-12,5,False,[4],0
